,metric,reporter,count,sample
402,del_nomh,GFP_BAR_003,0,HAP1_WT_1h_BR2
403,ins,GFP_BAR_003,0,HAP1_WT_1h_BR2
404,repaired,GFP_BAR_003,271,HAP1_WT_1h_BR2
405,total,GFP_BAR_003,1826,HAP1_WT_1h_BR2
406,unrepaired,GFP_BAR_003,1555,HAP1_WT_1h_BR2
407,A,GFP_BAR_004,0,HAP1_WT_1h_BR2
408,C,GFP_BAR_004,0,HAP1_WT_1h_BR2
409,G,GFP_BAR_004,0,HAP1_WT_1h_BR2
410,T,GFP_BAR_004,0,HAP1_WT_1h_BR2
411,del,GFP_BAR_004,0,HAP1_WT_1h_BR2
412,del_mh,GFP_BAR_004,0,HAP1_WT_1h_BR2
413,del_nomh,GFP_BAR_004,0,HAP1_WT_1h_BR2
414,ins,GFP_BAR_004,0,HAP1_WT_1h_BR2
415,repaired,GFP_BAR_004,0,HAP1_WT_1h_BR2
416,total,GFP_BAR_004,84,HAP1_WT_1h_BR2
417,unrepaired,GFP_BAR_004,0,HAP1_WT_1h_BR2
418,A,GFP_BAR_005,10,HAP1_WT_1h_BR2
419,C,GFP_BAR_005,4864,HAP1_WT_1h_BR2
420,G,GFP_BAR_005,1,HAP1_WT_1h_BR2
421,T,GFP_BAR_005,3633,HAP1_WT_1h_BR2
422,del,GFP_BAR_005,12,HAP1_WT_1h_BR2
423,del_mh,GFP_BAR_005,1,HAP1_WT_1h_BR2
424,del_nomh,GFP_BAR_005,11,HAP1_WT_1h_BR2
425,ins,GFP_BAR_005,0,HAP1_WT_1h_BR2
426,repaired,GFP_BAR_005,4864,HAP1_WT_1h_BR2
427,total,GFP_BAR_005,8520,HAP1_WT_1h_BR2
428,unrepaired,GFP_BAR_005,3633,HAP1_WT_1h_BR2
429,A,GFP_BAR_006,1176,HAP1_WT_1h_BR2
430,C,GFP_BAR_006,5610,HAP1_WT_1h_BR2
431,G,GFP_BAR_006,1,HAP1_WT_1h_BR2
432,T,GFP_BAR_006,14,HAP1_WT_1h_BR2
433,del,GFP_BAR_006,32,HAP1_WT_1h_BR2
434,del_mh,GFP_BAR_006,2,HAP1_WT_1h_BR2
435,del_nomh,GFP_BAR_006,30,HAP1_WT_1h_BR2
436,ins,GFP_BAR_006,1,HAP1_WT_1h_BR2
437,repaired,GFP_BAR_006,5610,HAP1_WT_1h_BR2
438,total,GFP_BAR_006,6833,HAP1_WT_1h_BR2
439,unrepaired,GFP_BAR_006,1176,HAP1_WT_1h_BR2
440,A,GFP_BAR_007,10,HAP1_WT_1h_BR2
441,C,GFP_BAR_007,12,HAP1_WT_1h_BR2
442,G,GFP_BAR_007,1369,HAP1_WT_1h_BR2
443,T,GFP_BAR_007,1482,HAP1_WT_1h_BR2
444,del,GFP_BAR_007,338,HAP1_WT_1h_BR2
445,del_mh,GFP_BAR_007,0,HAP1_WT_1h_BR2
446,del_nomh,GFP_BAR_007,338,HAP1_WT_1h_BR2
447,ins,GFP_BAR_007,0,HAP1_WT_1h_BR2
448,repaired,GFP_BAR_007,1369,HAP1_WT_1h_BR2
449,total,GFP_BAR_007,3211,HAP1_WT_1h_BR2
450,unrepaired,GFP_BAR_007,1482,HAP1_WT_1h_BR2
451,A,GFP_BAR_008,61,HAP1_WT_1h_BR2
452,C,GFP_BAR_008,0,HAP1_WT_1h_BR2
453,G,GFP_BAR_008,11167,HAP1_WT_1h_BR2
454,T,GFP_BAR_008,1,HAP1_WT_1h_BR2
455,del,GFP_BAR_008,6,HAP1_WT_1h_BR2
456,del_mh,GFP_BAR_008,1,HAP1_WT_1h_BR2
457,del_nomh,GFP_BAR_008,5,HAP1_WT_1h_BR2
458,ins,GFP_BAR_008,0,HAP1_WT_1h_BR2
459,repaired,GFP_BAR_008,11167,HAP1_WT_1h_BR2
460,total,GFP_BAR_008,11235,HAP1_WT_1h_BR2
461,unrepaired,GFP_BAR_008,61,HAP1_WT_1h_BR2
462,A,GFP_BAR_009,6,HAP1_WT_1h_BR2
463,C,GFP_BAR_009,4525,HAP1_WT_1h_BR2
464,G,GFP_BAR_009,13,HAP1_WT_1h_BR2
465,T,GFP_BAR_009,5540,HAP1_WT_1h_BR2
466,del,GFP_BAR_009,142,HAP1_WT_1h_BR2
467,del_mh,GFP_BAR_009,0,HAP1_WT_1h_BR2
468,del_nomh,GFP_BAR_009,142,HAP1_WT_1h_BR2
469,ins,GFP_BAR_009,0,HAP1_WT_1h_BR2
470,repaired,GFP_BAR_009,5540,HAP1_WT_1h_BR2
471,total,GFP_BAR_009,10226,HAP1_WT_1h_BR2
472,unrepaired,GFP_BAR_009,4525,HAP1_WT_1h_BR2
473,A,GFP_BAR_010,0,HAP1_WT_1h_BR2
474,C,GFP_BAR_010,0,HAP1_WT_1h_BR2
475,G,GFP_BAR_010,0,HAP1_WT_1h_BR2
476,T,GFP_BAR_010,0,HAP1_WT_1h_BR2
477,del,GFP_BAR_010,0,HAP1_WT_1h_BR2
478,del_mh,GFP_BAR_010,0,HAP1_WT_1h_BR2
479,del_nomh,GFP_BAR_010,0,HAP1_WT_1h_BR2
480,ins,GFP_BAR_010,0,HAP1_WT_1h_BR2
481,repaired,GFP_BAR_010,0,HAP1_WT_1h_BR2
482,total,GFP_BAR_010,4688,HAP1_WT_1h_BR2
483,unrepaired,GFP_BAR_010,0,HAP1_WT_1h_BR2
484,A,GFP_BAR_DSBR_2,0,HAP1_WT_1h_BR2
485,C,GFP_BAR_DSBR_2,0,HAP1_WT_1h_BR2
486,G,GFP_BAR_DSBR_2,0,HAP1_WT_1h_BR2
487,T,GFP_BAR_DSBR_2,0,HAP1_WT_1h_BR2
488,del,GFP_BAR_DSBR_2,15,HAP1_WT_1h_BR2
489,del_mh,GFP_BAR_DSBR_2,0,HAP1_WT_1h_BR2
490,del_nomh,GFP_BAR_DSBR_2,15,HAP1_WT_1h_BR2
491,ins,GFP_BAR_DSBR_2,6,HAP1_WT_1h_BR2
492,repaired,GFP_BAR_DSBR_2,0,HAP1_WT_1h_BR2
493,total,GFP_BAR_DSBR_2,14001,HAP1_WT_1h_BR2
494,unrepaired,GFP_BAR_DSBR_2,0,HAP1_WT_1h_BR2
495,A,GFP_BAR_003,1,TK6_WT_1h_BR2
496,C,GFP_BAR_003,3654,TK6_WT_1h_BR2
497,G,GFP_BAR_003,185,TK6_WT_1h_BR2
498,T,GFP_BAR_003,2,TK6_WT_1h_BR2
499,del,GFP_BAR_003,1,TK6_WT_1h_BR2
500,del_mh,GFP_BAR_003,0,TK6_WT_1h_BR2
501,del_nomh,GFP_BAR_003,1,TK6_WT_1h_BR2
502,ins,GFP_BAR_003,0,TK6_WT_1h_BR2
503,repaired,GFP_BAR_003,185,TK6_WT_1h_BR2
504,total,GFP_BAR_003,3843,TK6_WT_1h_BR2
505,unrepaired,GFP_BAR_003,3654,TK6_WT_1h_BR2
506,A,GFP_BAR_004,0,TK6_WT_1h_BR2
507,C,GFP_BAR_004,0,TK6_WT_1h_BR2
508,G,GFP_BAR_004,0,TK6_WT_1h_BR2
509,T,GFP_BAR_004,0,TK6_WT_1h_BR2
510,del,GFP_BAR_004,0,TK6_WT_1h_BR2
511,del_mh,GFP_BAR_004,0,TK6_WT_1h_BR2
512,del_nomh,GFP_BAR_004,0,TK6_WT_1h_BR2
513,ins,GFP_BAR_004,0,TK6_WT_1h_BR2
514,repaired,GFP_BAR_004,0,TK6_WT_1h_BR2
515,total,GFP_BAR_004,53,TK6_WT_1h_BR2
516,unrepaired,GFP_BAR_004,0,TK6_WT_1h_BR2
517,A,GFP_BAR_005,0,TK6_WT_1h_BR2
518,C,GFP_BAR_005,503,TK6_WT_1h_BR2
519,G,GFP_BAR_005,2,TK6_WT_1h_BR2
520,T,GFP_BAR_005,3581,TK6_WT_1h_BR2
521,del,GFP_BAR_005,1,TK6_WT_1h_BR2
522,del_mh,GFP_BAR_005,0,TK6_WT_1h_BR2
523,del_nomh,GFP_BAR_005,1,TK6_WT_1h_BR2
524,ins,GFP_BAR_005,0,TK6_WT_1h_BR2
525,repaired,GFP_BAR_005,503,TK6_WT_1h_BR2
526,total,GFP_BAR_005,4087,TK6_WT_1h_BR2
527,unrepaired,GFP_BAR_005,3581,TK6_WT_1h_BR2
528,A,GFP_BAR_006,406,TK6_WT_1h_BR2
529,C,GFP_BAR_006,3733,TK6_WT_1h_BR2
530,G,GFP_BAR_006,1,TK6_WT_1h_BR2
531,T,GFP_BAR_006,6,TK6_WT_1h_BR2
532,del,GFP_BAR_006,22,TK6_WT_1h_BR2
533,del_mh,GFP_BAR_006,1,TK6_WT_1h_BR2
534,del_nomh,GFP_BAR_006,21,TK6_WT_1h_BR2
535,ins,GFP_BAR_006,3,TK6_WT_1h_BR2
536,repaired,GFP_BAR_006,3733,TK6_WT_1h_BR2
537,total,GFP_BAR_006,4168,TK6_WT_1h_BR2
538,unrepaired,GFP_BAR_006,406,TK6_WT_1h_BR2
539,A,GFP_BAR_007,7,TK6_WT_1h_BR2
540,C,GFP_BAR_007,6,TK6_WT_1h_BR2
541,G,GFP_BAR_007,1377,TK6_WT_1h_BR2
542,T,GFP_BAR_007,949,TK6_WT_1h_BR2
543,del,GFP_BAR_007,410,TK6_WT_1h_BR2
544,del_mh,GFP_BAR_007,0,TK6_WT_1h_BR2
545,del_nomh,GFP_BAR_007,410,TK6_WT_1h_BR2
546,ins,GFP_BAR_007,0,TK6_WT_1h_BR2
547,repaired,GFP_BAR_007,1377,TK6_WT_1h_BR2
548,total,GFP_BAR_007,2749,TK6_WT_1h_BR2
549,unrepaired,GFP_BAR_007,949,TK6_WT_1h_BR2
550,A,GFP_BAR_008,77,TK6_WT_1h_BR2
551,C,GFP_BAR_008,0,TK6_WT_1h_BR2
552,G,GFP_BAR_008,6133,TK6_WT_1h_BR2
553,T,GFP_BAR_008,1,TK6_WT_1h_BR2
554,del,GFP_BAR_008,9,TK6_WT_1h_BR2
555,del_mh,GFP_BAR_008,0,TK6_WT_1h_BR2
556,del_nomh,GFP_BAR_008,9,TK6_WT_1h_BR2
557,ins,GFP_BAR_008,0,TK6_WT_1h_BR2
558,repaired,GFP_BAR_008,6133,TK6_WT_1h_BR2
559,total,GFP_BAR_008,6220,TK6_WT_1h_BR2
560,unrepaired,GFP_BAR_008,77,TK6_WT_1h_BR2
561,A,GFP_BAR_009,11,TK6_WT_1h_BR2
562,C,GFP_BAR_009,2734,TK6_WT_1h_BR2
563,G,GFP_BAR_009,7,TK6_WT_1h_BR2
564,T,GFP_BAR_009,4108,TK6_WT_1h_BR2
565,del,GFP_BAR_009,130,TK6_WT_1h_BR2
566,del_mh,GFP_BAR_009,0,TK6_WT_1h_BR2
567,del_nomh,GFP_BAR_009,130,TK6_WT_1h_BR2
568,ins,GFP_BAR_009,0,TK6_WT_1h_BR2
569,repaired,GFP_BAR_009,4108,TK6_WT_1h_BR2
570,total,GFP_BAR_009,6990,TK6_WT_1h_BR2
571,unrepaired,GFP_BAR_009,2734,TK6_WT_1h_BR2
572,A,GFP_BAR_010,0,TK6_WT_1h_BR2
573,C,GFP_BAR_010,0,TK6_WT_1h_BR2
574,G,GFP_BAR_010,0,TK6_WT_1h_BR2
575,T,GFP_BAR_010,0,TK6_WT_1h_BR2
576,del,GFP_BAR_010,0,TK6_WT_1h_BR2
577,del_mh,GFP_BAR_010,0,TK6_WT_1h_BR2
578,del_nomh,GFP_BAR_010,0,TK6_WT_1h_BR2
579,ins,GFP_BAR_010,0,TK6_WT_1h_BR2
580,repaired,GFP_BAR_010,0,TK6_WT_1h_BR2
581,total,GFP_BAR_010,3034,TK6_WT_1h_BR2
582,unrepaired,GFP_BAR_010,0,TK6_WT_1h_BR2
583,A,GFP_BAR_DSBR_2,0,TK6_WT_1h_BR2
584,C,GFP_BAR_DSBR_2,0,TK6_WT_1h_BR2
585,G,GFP_BAR_DSBR_2,0,TK6_WT_1h_BR2
586,T,GFP_BAR_DSBR_2,0,TK6_WT_1h_BR2
587,del,GFP_BAR_DSBR_2,63,TK6_WT_1h_BR2
588,del_mh,GFP_BAR_DSBR_2,1,TK6_WT_1h_BR2
589,del_nomh,GFP_BAR_DSBR_2,62,TK6_WT_1h_BR2
590,ins,GFP_BAR_DSBR_2,4,TK6_WT_1h_BR2
591,repaired,GFP_BAR_DSBR_2,0,TK6_WT_1h_BR2
592,total,GFP_BAR_DSBR_2,4624,TK6_WT_1h_BR2
593,unrepaired,GFP_BAR_DSBR_2,0,TK6_WT_1h_BR2
594,A,GFP_BAR_003,5,U2OS_WT_24h_BR3
595,C,GFP_BAR_003,17213,U2OS_WT_24h_BR3
596,G,GFP_BAR_003,1744,U2OS_WT_24h_BR3
597,T,GFP_BAR_003,2,U2OS_WT_24h_BR3
598,del,GFP_BAR_003,2,U2OS_WT_24h_BR3
599,del_mh,GFP_BAR_003,0,U2OS_WT_24h_BR3
600,del_nomh,GFP_BAR_003,2,U2OS_WT_24h_BR3
601,ins,GFP_BAR_003,0,U2OS_WT_24h_BR3
602,repaired,GFP_BAR_003,1744,U2OS_WT_24h_BR3
603,total,GFP_BAR_003,18966,U2OS_WT_24h_BR3
604,unrepaired,GFP_BAR_003,17213,U2OS_WT_24h_BR3
605,A,GFP_BAR_004,0,U2OS_WT_24h_BR3
606,C,GFP_BAR_004,0,U2OS_WT_24h_BR3
607,G,GFP_BAR_004,0,U2OS_WT_24h_BR3
608,T,GFP_BAR_004,0,U2OS_WT_24h_BR3
609,del,GFP_BAR_004,0,U2OS_WT_24h_BR3
610,del_mh,GFP_BAR_004,0,U2OS_WT_24h_BR3
611,del_nomh,GFP_BAR_004,0,U2OS_WT_24h_BR3
612,ins,GFP_BAR_004,0,U2OS_WT_24h_BR3
613,repaired,GFP_BAR_004,0,U2OS_WT_24h_BR3
614,total,GFP_BAR_004,5080,U2OS_WT_24h_BR3
615,unrepaired,GFP_BAR_004,0,U2OS_WT_24h_BR3
616,A,GFP_BAR_005,8,U2OS_WT_24h_BR3
617,C,GFP_BAR_005,20607,U2OS_WT_24h_BR3
618,G,GFP_BAR_005,0,U2OS_WT_24h_BR3
619,T,GFP_BAR_005,658,U2OS_WT_24h_BR3
620,del,GFP_BAR_005,7,U2OS_WT_24h_BR3
621,del_mh,GFP_BAR_005,0,U2OS_WT_24h_BR3
622,del_nomh,GFP_BAR_005,7,U2OS_WT_24h_BR3
623,ins,GFP_BAR_005,0,U2OS_WT_24h_BR3
624,repaired,GFP_BAR_005,20607,U2OS_WT_24h_BR3
625,total,GFP_BAR_005,21280,U2OS_WT_24h_BR3
626,unrepaired,GFP_BAR_005,658,U2OS_WT_24h_BR3
627,A,GFP_BAR_006,470,U2OS_WT_24h_BR3
628,C,GFP_BAR_006,12775,U2OS_WT_24h_BR3
629,G,GFP_BAR_006,7,U2OS_WT_24h_BR3
630,T,GFP_BAR_006,3,U2OS_WT_24h_BR3
631,del,GFP_BAR_006,20,U2OS_WT_24h_BR3
632,del_mh,GFP_BAR_006,0,U2OS_WT_24h_BR3
633,del_nomh,GFP_BAR_006,20,U2OS_WT_24h_BR3
634,ins,GFP_BAR_006,1,U2OS_WT_24h_BR3
635,repaired,GFP_BAR_006,12775,U2OS_WT_24h_BR3
636,total,GFP_BAR_006,13275,U2OS_WT_24h_BR3
637,unrepaired,GFP_BAR_006,470,U2OS_WT_24h_BR3
638,A,GFP_BAR_007,7,U2OS_WT_24h_BR3
639,C,GFP_BAR_007,9,U2OS_WT_24h_BR3
640,G,GFP_BAR_007,7251,U2OS_WT_24h_BR3
641,T,GFP_BAR_007,2419,U2OS_WT_24h_BR3
642,del,GFP_BAR_007,56,U2OS_WT_24h_BR3
643,del_mh,GFP_BAR_007,0,U2OS_WT_24h_BR3
644,del_nomh,GFP_BAR_007,56,U2OS_WT_24h_BR3
645,ins,GFP_BAR_007,2,U2OS_WT_24h_BR3
646,repaired,GFP_BAR_007,7251,U2OS_WT_24h_BR3
647,total,GFP_BAR_007,9742,U2OS_WT_24h_BR3
648,unrepaired,GFP_BAR_007,2419,U2OS_WT_24h_BR3
649,A,GFP_BAR_008,21,U2OS_WT_24h_BR3
650,C,GFP_BAR_008,1,U2OS_WT_24h_BR3
651,G,GFP_BAR_008,10356,U2OS_WT_24h_BR3
652,T,GFP_BAR_008,1,U2OS_WT_24h_BR3
653,del,GFP_BAR_008,15,U2OS_WT_24h_BR3
654,del_mh,GFP_BAR_008,0,U2OS_WT_24h_BR3
655,del_nomh,GFP_BAR_008,15,U2OS_WT_24h_BR3
656,ins,GFP_BAR_008,0,U2OS_WT_24h_BR3
657,repaired,GFP_BAR_008,10356,U2OS_WT_24h_BR3
658,total,GFP_BAR_008,10394,U2OS_WT_24h_BR3
659,unrepaired,GFP_BAR_008,21,U2OS_WT_24h_BR3
660,A,GFP_BAR_009,16,U2OS_WT_24h_BR3
661,C,GFP_BAR_009,1471,U2OS_WT_24h_BR3
662,G,GFP_BAR_009,26,U2OS_WT_24h_BR3
663,T,GFP_BAR_009,6598,U2OS_WT_24h_BR3
664,del,GFP_BAR_009,88,U2OS_WT_24h_BR3
665,del_mh,GFP_BAR_009,1,U2OS_WT_24h_BR3
666,del_nomh,GFP_BAR_009,87,U2OS_WT_24h_BR3
667,ins,GFP_BAR_009,0,U2OS_WT_24h_BR3
668,repaired,GFP_BAR_009,6598,U2OS_WT_24h_BR3
669,total,GFP_BAR_009,8199,U2OS_WT_24h_BR3
670,unrepaired,GFP_BAR_009,1471,U2OS_WT_24h_BR3
671,A,GFP_BAR_010,0,U2OS_WT_24h_BR3
672,C,GFP_BAR_010,0,U2OS_WT_24h_BR3
673,G,GFP_BAR_010,0,U2OS_WT_24h_BR3
674,T,GFP_BAR_010,0,U2OS_WT_24h_BR3
675,del,GFP_BAR_010,0,U2OS_WT_24h_BR3
676,del_mh,GFP_BAR_010,0,U2OS_WT_24h_BR3
677,del_nomh,GFP_BAR_010,0,U2OS_WT_24h_BR3
678,ins,GFP_BAR_010,0,U2OS_WT_24h_BR3
679,repaired,GFP_BAR_010,0,U2OS_WT_24h_BR3
680,total,GFP_BAR_010,18578,U2OS_WT_24h_BR3
681,unrepaired,GFP_BAR_010,0,U2OS_WT_24h_BR3
682,A,GFP_BAR_DSBR_2,0,U2OS_WT_24h_BR3
683,C,GFP_BAR_DSBR_2,0,U2OS_WT_24h_BR3
684,G,GFP_BAR_DSBR_2,0,U2OS_WT_24h_BR3
685,T,GFP_BAR_DSBR_2,0,U2OS_WT_24h_BR3
686,del,GFP_BAR_DSBR_2,2600,U2OS_WT_24h_BR3
687,del_mh,GFP_BAR_DSBR_2,512,U2OS_WT_24h_BR3
688,del_nomh,GFP_BAR_DSBR_2,2088,U2OS_WT_24h_BR3
689,ins,GFP_BAR_DSBR_2,33,U2OS_WT_24h_BR3
690,repaired,GFP_BAR_DSBR_2,0,U2OS_WT_24h_BR3
691,total,GFP_BAR_DSBR_2,10888,U2OS_WT_24h_BR3
692,unrepaired,GFP_BAR_DSBR_2,0,U2OS_WT_24h_BR3
693,A,GFP_BAR_003,0,U2OS_WT_2h_BR4
694,C,GFP_BAR_003,9628,U2OS_WT_2h_BR4
695,G,GFP_BAR_003,1204,U2OS_WT_2h_BR4
696,T,GFP_BAR_003,0,U2OS_WT_2h_BR4
697,del,GFP_BAR_003,2,U2OS_WT_2h_BR4
698,del_mh,GFP_BAR_003,0,U2OS_WT_2h_BR4
699,del_nomh,GFP_BAR_003,2,U2OS_WT_2h_BR4
700,ins,GFP_BAR_003,0,U2OS_WT_2h_BR4
701,repaired,GFP_BAR_003,1204,U2OS_WT_2h_BR4
702,total,GFP_BAR_003,10834,U2OS_WT_2h_BR4
703,unrepaired,GFP_BAR_003,9628,U2OS_WT_2h_BR4
704,A,GFP_BAR_004,0,U2OS_WT_2h_BR4
705,C,GFP_BAR_004,0,U2OS_WT_2h_BR4
706,G,GFP_BAR_004,0,U2OS_WT_2h_BR4
707,T,GFP_BAR_004,0,U2OS_WT_2h_BR4
708,del,GFP_BAR_004,0,U2OS_WT_2h_BR4
709,del_mh,GFP_BAR_004,0,U2OS_WT_2h_BR4
710,del_nomh,GFP_BAR_004,0,U2OS_WT_2h_BR4
711,ins,GFP_BAR_004,0,U2OS_WT_2h_BR4
712,repaired,GFP_BAR_004,0,U2OS_WT_2h_BR4
713,total,GFP_BAR_004,468,U2OS_WT_2h_BR4
714,unrepaired,GFP_BAR_004,0,U2OS_WT_2h_BR4
715,A,GFP_BAR_005,11,U2OS_WT_2h_BR4
716,C,GFP_BAR_005,14231,U2OS_WT_2h_BR4
717,G,GFP_BAR_005,3,U2OS_WT_2h_BR4
718,T,GFP_BAR_005,3677,U2OS_WT_2h_BR4
719,del,GFP_BAR_005,19,U2OS_WT_2h_BR4
720,del_mh,GFP_BAR_005,1,U2OS_WT_2h_BR4
721,del_nomh,GFP_BAR_005,18,U2OS_WT_2h_BR4
722,ins,GFP_BAR_005,2,U2OS_WT_2h_BR4
723,repaired,GFP_BAR_005,14231,U2OS_WT_2h_BR4
724,total,GFP_BAR_005,17941,U2OS_WT_2h_BR4
725,unrepaired,GFP_BAR_005,3677,U2OS_WT_2h_BR4
726,A,GFP_BAR_006,1112,U2OS_WT_2h_BR4
727,C,GFP_BAR_006,13076,U2OS_WT_2h_BR4
728,G,GFP_BAR_006,5,U2OS_WT_2h_BR4
729,T,GFP_BAR_006,23,U2OS_WT_2h_BR4
730,del,GFP_BAR_006,66,U2OS_WT_2h_BR4
731,del_mh,GFP_BAR_006,1,U2OS_WT_2h_BR4
732,del_nomh,GFP_BAR_006,65,U2OS_WT_2h_BR4
733,ins,GFP_BAR_006,0,U2OS_WT_2h_BR4
734,repaired,GFP_BAR_006,13076,U2OS_WT_2h_BR4
735,total,GFP_BAR_006,14282,U2OS_WT_2h_BR4
736,unrepaired,GFP_BAR_006,1112,U2OS_WT_2h_BR4
737,A,GFP_BAR_007,9,U2OS_WT_2h_BR4
738,C,GFP_BAR_007,31,U2OS_WT_2h_BR4
739,G,GFP_BAR_007,3223,U2OS_WT_2h_BR4
740,T,GFP_BAR_007,2771,U2OS_WT_2h_BR4
741,del,GFP_BAR_007,174,U2OS_WT_2h_BR4
742,del_mh,GFP_BAR_007,0,U2OS_WT_2h_BR4
743,del_nomh,GFP_BAR_007,174,U2OS_WT_2h_BR4
744,ins,GFP_BAR_007,0,U2OS_WT_2h_BR4
745,repaired,GFP_BAR_007,3223,U2OS_WT_2h_BR4
746,total,GFP_BAR_007,6208,U2OS_WT_2h_BR4
747,unrepaired,GFP_BAR_007,2771,U2OS_WT_2h_BR4
748,A,GFP_BAR_008,61,U2OS_WT_2h_BR4
749,C,GFP_BAR_008,3,U2OS_WT_2h_BR4
750,G,GFP_BAR_008,20483,U2OS_WT_2h_BR4
751,T,GFP_BAR_008,7,U2OS_WT_2h_BR4
752,del,GFP_BAR_008,22,U2OS_WT_2h_BR4
753,del_mh,GFP_BAR_008,0,U2OS_WT_2h_BR4
754,del_nomh,GFP_BAR_008,22,U2OS_WT_2h_BR4
755,ins,GFP_BAR_008,1,U2OS_WT_2h_BR4
756,repaired,GFP_BAR_008,20483,U2OS_WT_2h_BR4
757,total,GFP_BAR_008,20576,U2OS_WT_2h_BR4
758,unrepaired,GFP_BAR_008,61,U2OS_WT_2h_BR4
759,A,GFP_BAR_009,30,U2OS_WT_2h_BR4
760,C,GFP_BAR_009,7710,U2OS_WT_2h_BR4
761,G,GFP_BAR_009,32,U2OS_WT_2h_BR4
762,T,GFP_BAR_009,13834,U2OS_WT_2h_BR4
763,del,GFP_BAR_009,322,U2OS_WT_2h_BR4
764,del_mh,GFP_BAR_009,0,U2OS_WT_2h_BR4
765,del_nomh,GFP_BAR_009,322,U2OS_WT_2h_BR4
766,ins,GFP_BAR_009,0,U2OS_WT_2h_BR4
767,repaired,GFP_BAR_009,13834,U2OS_WT_2h_BR4
768,total,GFP_BAR_009,21928,U2OS_WT_2h_BR4
769,unrepaired,GFP_BAR_009,7710,U2OS_WT_2h_BR4
770,A,GFP_BAR_010,0,U2OS_WT_2h_BR4
771,C,GFP_BAR_010,0,U2OS_WT_2h_BR4
772,G,GFP_BAR_010,0,U2OS_WT_2h_BR4
773,T,GFP_BAR_010,0,U2OS_WT_2h_BR4
774,del,GFP_BAR_010,0,U2OS_WT_2h_BR4
775,del_mh,GFP_BAR_010,0,U2OS_WT_2h_BR4
776,del_nomh,GFP_BAR_010,0,U2OS_WT_2h_BR4
777,ins,GFP_BAR_010,0,U2OS_WT_2h_BR4
778,repaired,GFP_BAR_010,0,U2OS_WT_2h_BR4
779,total,GFP_BAR_010,12681,U2OS_WT_2h_BR4
780,unrepaired,GFP_BAR_010,0,U2OS_WT_2h_BR4
781,A,GFP_BAR_DSBR_2,0,U2OS_WT_2h_BR4
782,C,GFP_BAR_DSBR_2,0,U2OS_WT_2h_BR4
783,G,GFP_BAR_DSBR_2,0,U2OS_WT_2h_BR4
784,T,GFP_BAR_DSBR_2,0,U2OS_WT_2h_BR4
785,del,GFP_BAR_DSBR_2,2278,U2OS_WT_2h_BR4
786,del_mh,GFP_BAR_DSBR_2,327,U2OS_WT_2h_BR4
787,del_nomh,GFP_BAR_DSBR_2,1951,U2OS_WT_2h_BR4
788,ins,GFP_BAR_DSBR_2,63,U2OS_WT_2h_BR4
789,repaired,GFP_BAR_DSBR_2,0,U2OS_WT_2h_BR4
790,total,GFP_BAR_DSBR_2,34178,U2OS_WT_2h_BR4
791,unrepaired,GFP_BAR_DSBR_2,0,U2OS_WT_2h_BR4
792,A,GFP_BAR_003,3,U2OS_WT_24h_BR2
793,C,GFP_BAR_003,24181,U2OS_WT_24h_BR2
794,G,GFP_BAR_003,1920,U2OS_WT_24h_BR2
795,T,GFP_BAR_003,2,U2OS_WT_24h_BR2
796,del,GFP_BAR_003,3,U2OS_WT_24h_BR2
797,del_mh,GFP_BAR_003,0,U2OS_WT_24h_BR2
798,del_nomh,GFP_BAR_003,3,U2OS_WT_24h_BR2
799,ins,GFP_BAR_003,0,U2OS_WT_24h_BR2
800,repaired,GFP_BAR_003,1920,U2OS_WT_24h_BR2
801,total,GFP_BAR_003,26109,U2OS_WT_24h_BR2
802,unrepaired,GFP_BAR_003,24181,U2OS_WT_24h_BR2
803,A,GFP_BAR_004,0,U2OS_WT_24h_BR2
804,C,GFP_BAR_004,0,U2OS_WT_24h_BR2
805,G,GFP_BAR_004,0,U2OS_WT_24h_BR2
806,T,GFP_BAR_004,0,U2OS_WT_24h_BR2
807,del,GFP_BAR_004,0,U2OS_WT_24h_BR2
808,del_mh,GFP_BAR_004,0,U2OS_WT_24h_BR2
809,del_nomh,GFP_BAR_004,0,U2OS_WT_24h_BR2
810,ins,GFP_BAR_004,0,U2OS_WT_24h_BR2
811,repaired,GFP_BAR_004,0,U2OS_WT_24h_BR2
812,total,GFP_BAR_004,7073,U2OS_WT_24h_BR2
813,unrepaired,GFP_BAR_004,0,U2OS_WT_24h_BR2
814,A,GFP_BAR_005,6,U2OS_WT_24h_BR2
815,C,GFP_BAR_005,30914,U2OS_WT_24h_BR2
816,G,GFP_BAR_005,5,U2OS_WT_24h_BR2
817,T,GFP_BAR_005,646,U2OS_WT_24h_BR2
818,del,GFP_BAR_005,11,U2OS_WT_24h_BR2
819,del_mh,GFP_BAR_005,0,U2OS_WT_24h_BR2
820,del_nomh,GFP_BAR_005,11,U2OS_WT_24h_BR2
821,ins,GFP_BAR_005,0,U2OS_WT_24h_BR2
822,repaired,GFP_BAR_005,30914,U2OS_WT_24h_BR2
823,total,GFP_BAR_005,31582,U2OS_WT_24h_BR2
824,unrepaired,GFP_BAR_005,646,U2OS_WT_24h_BR2
825,A,GFP_BAR_006,703,U2OS_WT_24h_BR2
826,C,GFP_BAR_006,16090,U2OS_WT_24h_BR2
