,pathway,sample,N UMIs,mean_repair,ci95_low,ci95_high
27,DR (O6MeG),U2OS_MGMT_2h_BR2,35938,0.17072584747737066,0.15908051723363142,0.18246511230234175
28,DR (O6MeG),U2OS_MGMT_2h_BR2,59948,0.17074210975982157,0.16228671420015556,0.1791443703991061
29,DR (O6MeG),U2OS_MGMT_2h_BR2,100000,0.17093878152284933,0.16407088589527385,0.17751943891143968
30,DR (O6MeG),U2OS_WT_2h_BR4,1000,0.7941958909223235,0.7244026608742873,0.8636525974025974
31,DR (O6MeG),U2OS_WT_2h_BR4,1668,0.7945077704973184,0.73556649543379,0.8502415458937198
32,DR (O6MeG),U2OS_WT_2h_BR4,2782,0.7946068822996057,0.7526762774764487,0.8347425095692728
33,DR (O6MeG),U2OS_WT_2h_BR4,4641,0.7945133184500045,0.7615801895204918,0.8277530684418556
34,DR (O6MeG),U2OS_WT_2h_BR4,7742,0.794627533450544,0.7705942157885052,0.8209856256406645
35,DR (O6MeG),U2OS_WT_2h_BR4,12915,0.794300820345949,0.7741137566137566,0.8140428012510379
36,DR (O6MeG),U2OS_WT_2h_BR4,21544,0.794874935610491,0.7794383031021642,0.8090821758671832
37,DR (O6MeG),U2OS_WT_2h_BR4,35938,0.7948598605099546,0.781948693564367,0.80680917454396
38,DR (O6MeG),U2OS_WT_2h_BR4,59948,0.7949249978389992,0.7852640834508472,0.8041886876662948
39,DR (O6MeG),U2OS_WT_2h_BR4,100000,0.7947578500210535,0.7877075625840528,0.8017290633105187
40,BER (8oxoG:C),U2OSPatty_OGG1_2h_BR0,1000,0.8209120559464372,0.7431056408393133,0.892233893557423
41,BER (8oxoG:C),U2OSPatty_OGG1_2h_BR0,1668,0.8186552000526685,0.7585900836563966,0.8734385659061623
42,BER (8oxoG:C),U2OSPatty_OGG1_2h_BR0,2782,0.820030617023289,0.7704887674559805,0.8627490512333966
43,BER (8oxoG:C),U2OSPatty_OGG1_2h_BR0,4641,0.8201712809631801,0.7860047056335422,0.8532746425884123
44,BER (8oxoG:C),U2OSPatty_OGG1_2h_BR0,7742,0.8202804000261009,0.7924737750886187,0.8460591506194955
45,BER (8oxoG:C),U2OSPatty_OGG1_2h_BR0,12915,0.820092944007334,0.7992032722179782,0.8413180116533515
46,BER (8oxoG:C),U2OSPatty_OGG1_2h_BR0,21544,0.8196324681182873,0.8033235281790227,0.8362386565845928
47,BER (8oxoG:C),U2OSPatty_OGG1_2h_BR0,35938,0.8198752156090322,0.8071300451132652,0.8321682949131335
48,BER (8oxoG:C),U2OSPatty_OGG1_2h_BR0,59948,0.8202767419088123,0.8107101793825381,0.8299134302825437
49,BER (8oxoG:C),U2OSPatty_OGG1_2h_BR0,100000,0.8203081980472695,0.8130338554433442,0.8280163401398445
50,BER (8oxoG:C),U2OSPatty_WT_2h_BR2,1000,0.9239598476243454,0.8737554730630116,0.9694030612244897
51,BER (8oxoG:C),U2OSPatty_WT_2h_BR2,1668,0.9245440530198346,0.8869019541778975,0.9583394970414202
52,BER (8oxoG:C),U2OSPatty_WT_2h_BR2,2782,0.9243868586241734,0.8914703915595512,0.954553998632946
53,BER (8oxoG:C),U2OSPatty_WT_2h_BR2,4641,0.9249479187018398,0.9014115999732892,0.9472650879438677
54,BER (8oxoG:C),U2OSPatty_WT_2h_BR2,7742,0.9243402316024786,0.9059092778632093,0.9413880270633971
55,BER (8oxoG:C),U2OSPatty_WT_2h_BR2,12915,0.9244995071179861,0.9111226197862738,0.9376812125462195
56,BER (8oxoG:C),U2OSPatty_WT_2h_BR2,21544,0.9243701353846813,0.9129876075157995,0.934485668558126
57,BER (8oxoG:C),U2OSPatty_WT_2h_BR2,35938,0.924459966748758,0.9161620328666635,0.9325865332098848
58,BER (8oxoG:C),U2OSPatty_WT_2h_BR2,59948,0.9243498659049241,0.9177432461641679,0.9311818698635307
59,BER (8oxoG:C),U2OSPatty_WT_2h_BR2,100000,0.9245818956492725,0.9195290496389495,0.9296822050710337
60,BER (A:8oxoG),HAP1_MUTYH_2h_BR3,1000,0.03631223295517107,0.0,0.13043478260869565
61,BER (A:8oxoG),HAP1_MUTYH_2h_BR3,1668,0.03638538233781747,0.0,0.10258620689655171
62,BER (A:8oxoG),HAP1_MUTYH_2h_BR3,2782,0.03586924341691898,0.0,0.0845130102649797
63,BER (A:8oxoG),HAP1_MUTYH_2h_BR3,4641,0.03697789420805571,0.008130081300813009,0.07477219626168223
64,BER (A:8oxoG),HAP1_MUTYH_2h_BR3,7742,0.03774087968621884,0.01428234501347709,0.0652263007840342
65,BER (A:8oxoG),HAP1_MUTYH_2h_BR3,12915,0.03734980255426333,0.01749144009763374,0.05831235091439173
66,BER (A:8oxoG),HAP1_MUTYH_2h_BR3,21544,0.03694144921035844,0.021896583450898607,0.05243462624702847
67,BER (A:8oxoG),HAP1_MUTYH_2h_BR3,35938,0.03719810337399486,0.025240806805708015,0.049670675633942965
68,BER (A:8oxoG),HAP1_MUTYH_2h_BR3,59948,0.03695998438492518,0.028225079323109466,0.04622819235292781
69,BER (A:8oxoG),HAP1_MUTYH_2h_BR3,100000,0.03708300075986638,0.029894996339030682,0.04481757466112718
70,BER (A:8oxoG),HAP1_WT_2h_BR3,1000,0.7445893590039867,0.6527626811594203,0.8358556056924679
71,BER (A:8oxoG),HAP1_WT_2h_BR3,1668,0.7435912266845813,0.6666666666666666,0.8211382113821138
72,BER (A:8oxoG),HAP1_WT_2h_BR3,2782,0.74293474218528,0.6858206745174552,0.8009276533996683
73,BER (A:8oxoG),HAP1_WT_2h_BR3,4641,0.7419135299695785,0.6951646294881589,0.784104020979021
74,BER (A:8oxoG),HAP1_WT_2h_BR3,7742,0.7423335375929336,0.7081787405189301,0.7790179553810511
75,BER (A:8oxoG),HAP1_WT_2h_BR3,12915,0.7419783360934017,0.7157768991969671,0.7681467070879575
76,BER (A:8oxoG),HAP1_WT_2h_BR3,21544,0.743004880031011,0.7209851981882409,0.7641947156788661
77,BER (A:8oxoG),HAP1_WT_2h_BR3,35938,0.7426522667792508,0.7269805167486275,0.7577916562077284
78,BER (A:8oxoG),HAP1_WT_2h_BR3,59948,0.7428243960094535,0.7304888876379432,0.7548755433550531
79,BER (A:8oxoG),HAP1_WT_2h_BR3,100000,0.7429151386681144,0.7337463968003031,0.7518274776683807
80,BER (U:G),U2OS_UNG_2h_BR1,1000,0.9679608849344422,0.9375,0.9931506849315068
81,BER (U:G),U2OS_UNG_2h_BR1,1668,0.9683954923592807,0.945054945054945,0.9881422924901185
82,BER (U:G),U2OS_UNG_2h_BR1,2782,0.9689116019849355,0.9512152481664676,0.9843409186241611
83,BER (U:G),U2OS_UNG_2h_BR1,4641,0.9687148954034579,0.9550720566682951,0.9807731607629427
84,BER (U:G),U2OS_UNG_2h_BR1,7742,0.968812006075148,0.9584321325201054,0.9781146145408707
85,BER (U:G),U2OS_UNG_2h_BR1,12915,0.9688063051610349,0.9613168778392586,0.9760939816470441
86,BER (U:G),U2OS_UNG_2h_BR1,21544,0.9686974804469559,0.9625290375684933,0.9743549401944895
87,BER (U:G),U2OS_UNG_2h_BR1,35938,0.9687457715083105,0.9639356491534479,0.9733996201693947
88,BER (U:G),U2OS_UNG_2h_BR1,59948,0.9686685364754094,0.965106211380787,0.9721583090082171
89,BER (U:G),U2OS_UNG_2h_BR1,100000,0.9686856351652076,0.9660015909286102,0.9712470472954444
90,BER (U:G),U2OS_WT_2h_BR4,1000,0.9968229629972419,0.985608904181003,1.0
91,BER (U:G),U2OS_WT_2h_BR4,1668,0.9969277977908673,0.9878048780487805,1.0
92,BER (U:G),U2OS_WT_2h_BR4,2782,0.9970353594966445,0.9903375793943222,1.0
93,BER (U:G),U2OS_WT_2h_BR4,4641,0.9970524614178427,0.9922600619195047,1.0
94,BER (U:G),U2OS_WT_2h_BR4,7742,0.9970061718514871,0.9936936936936936,1.0
95,BER (U:G),U2OS_WT_2h_BR4,12915,0.9969447599607301,0.9942163093809523,0.9989924560081781
96,BER (U:G),U2OS_WT_2h_BR4,21544,0.997013315827008,0.9949983979124183,0.9987508197270655
97,BER (U:G),U2OS_WT_2h_BR4,35938,0.9969976711181594,0.995507237524937,0.9983076741908584
98,BER (U:G),U2OS_WT_2h_BR4,59948,0.9970380196900597,0.9958547015897425,0.9980380356860503
99,BER (U:G),U2OS_WT_2h_BR4,100000,0.9970360284913155,0.9961608540085206,0.997898454685335
100,BER (Hx:T),HAP1_MPG_2h_BR0,1000,0.11420407943043989,0.07278839457621564,0.15481466203076197
101,BER (Hx:T),HAP1_MPG_2h_BR0,1668,0.11341720566586655,0.08241758241758242,0.1455026455026455
102,BER (Hx:T),HAP1_MPG_2h_BR0,2782,0.11329555002778205,0.08833206260032103,0.13964987460706205
103,BER (Hx:T),HAP1_MPG_2h_BR0,4641,0.11356326610709931,0.0946736229070614,0.13146126025872862
104,BER (Hx:T),HAP1_MPG_2h_BR0,7742,0.11355571034250143,0.09849344219351631,0.1299497026732232
105,BER (Hx:T),HAP1_MPG_2h_BR0,12915,0.11362267059356781,0.10259810258593181,0.12486504176658715
106,BER (Hx:T),HAP1_MPG_2h_BR0,21544,0.113385492900572,0.10450294712971119,0.12202913302263277
107,BER (Hx:T),HAP1_MPG_2h_BR0,35938,0.11371692911215295,0.10660611559041927,0.12030981281289956
108,BER (Hx:T),HAP1_MPG_2h_BR0,59948,0.11361252738342033,0.10764510103676142,0.11954279599647129
109,BER (Hx:T),HAP1_MPG_2h_BR0,100000,0.11338320806972498,0.10924519980997334,0.11719342221846146
110,BER (Hx:T),HAP1_WT_2h_BR3,1000,0.7868830431416391,0.7227749153020893,0.8469961427193828
111,BER (Hx:T),HAP1_WT_2h_BR3,1668,0.7899979906588175,0.7419273652305693,0.8333480565371025
112,BER (Hx:T),HAP1_WT_2h_BR3,2782,0.7885310334511365,0.7520623642715513,0.8245642515379358
113,BER (Hx:T),HAP1_WT_2h_BR3,4641,0.7883038268919852,0.7600454107454837,0.8144097537363103
114,BER (Hx:T),HAP1_WT_2h_BR3,7742,0.7892506857242986,0.7676480862463968,0.8114074600916705
115,BER (Hx:T),HAP1_WT_2h_BR3,12915,0.7887469956079908,0.7724140987558994,0.8048275224825127
116,BER (Hx:T),HAP1_WT_2h_BR3,21544,0.7894019831695944,0.7768226122705737,0.8021187540162645
117,BER (Hx:T),HAP1_WT_2h_BR3,35938,0.788800983363185,0.7783383737254935,0.7992420617956444
118,BER (Hx:T),HAP1_WT_2h_BR3,59948,0.7889690112884937,0.7811858934836194,0.7969401983021654
119,BER (Hx:T),HAP1_WT_2h_BR3,100000,0.7890461170444885,0.7826839837870367,0.795228851694295
120,NER,U2OS_WT_4h_BR3,1000,0.08469153411031374,0.030589513032935948,0.15497200067877137
121,NER,U2OS_WT_4h_BR3,1668,0.08285348061825408,0.04054054054054054,0.13245938534768212
122,NER,U2OS_WT_4h_BR3,2782,0.08439221951882794,0.04937765634486946,0.12352943780433819
123,NER,U2OS_WT_4h_BR3,4641,0.08390355539367315,0.055686709712133436,0.11528181674814697
124,NER,U2OS_WT_4h_BR3,7742,0.08481681254224574,0.06214722048185909,0.10784878793015766
125,NER,U2OS_WT_4h_BR3,12915,0.0846340033399669,0.06908777429467085,0.10275274450484131
126,NER,U2OS_WT_4h_BR3,21544,0.08390603740473566,0.07114783001897418,0.09646223183021016
127,NER,U2OS_WT_4h_BR3,35938,0.08393004389808549,0.07315427613921917,0.09438336221217913
128,NER,U2OS_WT_4h_BR3,59948,0.08427324298436456,0.07571219793672107,0.0924275527325024
129,NER,U2OS_WT_4h_BR3,100000,0.08434505319104735,0.07774795151606691,0.09080719868149306
130,NER,U2OS_XPG_4h_BR3,1000,0.008220415563378734,0.0,0.03705450733752619
131,NER,U2OS_XPG_4h_BR3,1668,0.00876941265062104,0.0,0.03225806451612903
132,NER,U2OS_XPG_4h_BR3,2782,0.008785621905122385,0.0,0.025974025974025976
133,NER,U2OS_XPG_4h_BR3,4641,0.008881828123176293,0.0,0.02198004201680672
134,NER,U2OS_XPG_4h_BR3,7742,0.008993285393950059,0.0020532828962870706,0.018521756021756017
135,NER,U2OS_XPG_4h_BR3,12915,0.008935006615151,0.0026039975649350647,0.015991475422775615
136,NER,U2OS_XPG_4h_BR3,21544,0.009026385348958154,0.004366401543043856,0.014034843750857982
137,NER,U2OS_XPG_4h_BR3,35938,0.00906899203124681,0.005480346530518383,0.01316470093482159
138,NER,U2OS_XPG_4h_BR3,59948,0.009123038629878602,0.006207159931540757,0.012216051830773789
139,NER,U2OS_XPG_4h_BR3,100000,0.00911701819844561,0.006843275615741225,0.011484001315470794
140,NHEJ,TK6_LIG4_2h_BR3,1000,0.015752943032350124,-0.011904761904761904,0.0515598152920962
141,NHEJ,TK6_LIG4_2h_BR3,1668,0.014818149316448018,-0.0068038859379368185,0.041666666666666664
142,NHEJ,TK6_LIG4_2h_BR3,2782,0.014814603169277895,-0.003718168274786628,0.033968720855154594
143,NHEJ,TK6_LIG4_2h_BR3,4641,0.014951080613177074,0.0,0.03080647013382884
144,NHEJ,TK6_LIG4_2h_BR3,7742,0.015048729117981227,0.004026710689673786,0.02754968818131116
145,NHEJ,TK6_LIG4_2h_BR3,12915,0.01506939111576309,0.006398730158730159,0.02495966704204148
146,NHEJ,TK6_LIG4_2h_BR3,21544,0.015137288272965751,0.008565602283053158,0.02193714725903567
147,NHEJ,TK6_LIG4_2h_BR3,35938,0.014945855749765886,0.009685630161105825,0.020365996157595916
148,NHEJ,TK6_LIG4_2h_BR3,59948,0.014812301114064608,0.010861353196608756,0.01862514267573901
149,NHEJ,TK6_LIG4_2h_BR3,100000,0.014936861268168716,0.0118001009945694,0.018269299292944907
150,NHEJ,TK6_WT_2h_BR2,1000,2.0106411197091774,1.52795582226762,2.636438152011922
151,NHEJ,TK6_WT_2h_BR2,1668,2.0060458144006175,1.6421781618478437,2.4263218793828893
152,NHEJ,TK6_WT_2h_BR2,2782,1.9950973275921586,1.7082291666666667,2.3250857843137256
153,NHEJ,TK6_WT_2h_BR2,4641,1.9882665307911327,1.7636634844868735,2.2516751536724837
154,NHEJ,TK6_WT_2h_BR2,7742,1.9920201628467415,1.8148950107880866,2.1857794361525706
155,NHEJ,TK6_WT_2h_BR2,12915,1.9858476896006745,1.8478241917245237,2.132520921707107
156,NHEJ,TK6_WT_2h_BR2,21544,1.9843287323446783,1.876276656050341,2.0983090805493814
157,NHEJ,TK6_WT_2h_BR2,35938,1.9863654830532054,1.8982200486880214,2.0747046373134648
158,NHEJ,TK6_WT_2h_BR2,59948,1.9852754782939466,1.9185750735949458,2.051395092452294
159,NHEJ,TK6_WT_2h_BR2,100000,1.9858749296559632,1.9364039994583455,2.03874897384069
160,MMEJ,TK6_PolQ_4h_BR2,1000,0.007337021463559785,0.0,0.03508771929824561
161,MMEJ,TK6_PolQ_4h_BR2,1668,0.007057811915047555,0.0,0.02703316953316953
162,MMEJ,TK6_PolQ_4h_BR2,2782,0.006897689433932077,0.0,0.020728087219343695
163,MMEJ,TK6_PolQ_4h_BR2,4641,0.00710882277611574,0.0,0.017910715240999305
164,MMEJ,TK6_PolQ_4h_BR2,7742,0.006954257592468774,0.0,0.01452295616508197
165,MMEJ,TK6_PolQ_4h_BR2,12915,0.006805345075194735,0.0022419022261370917,0.012836223191194632
166,MMEJ,TK6_PolQ_4h_BR2,21544,0.007013713801692729,0.0029362693352926643,0.011351141144167064
167,MMEJ,TK6_PolQ_4h_BR2,35938,0.006955370398662501,0.003760890977250104,0.01043906876594272
168,MMEJ,TK6_PolQ_4h_BR2,59948,0.006900876464858481,0.00449761081525621,0.009483294421674804
169,MMEJ,TK6_PolQ_4h_BR2,100000,0.006928244478274184,0.005011104783599089,0.008919457469130082
170,MMEJ,TK6_WT_4h_BR0,1000,0.003772450353858448,0.0,0.02247191011235955
171,MMEJ,TK6_WT_4h_BR0,1668,0.0037965346933321476,0.0,0.015040442014126222
172,MMEJ,TK6_WT_4h_BR0,2782,0.0035743565926879264,0.0,0.012449429460580912
173,MMEJ,TK6_WT_4h_BR0,4641,0.0036408804511423136,0.0,0.010417346605744124
174,MMEJ,TK6_WT_4h_BR0,7742,0.003715038999378294,0.0,0.0093603744149766
175,MMEJ,TK6_WT_4h_BR0,12915,0.0036414690783409033,0.0008627941745261968,0.007598030701087779
176,MMEJ,TK6_WT_4h_BR0,21544,0.0036278011394796305,0.0010868975761576913,0.006850679111589636
177,MMEJ,TK6_WT_4h_BR0,35938,0.003744982839420968,0.0018843925370733137,0.0060471518859720845
178,MMEJ,TK6_WT_4h_BR0,59948,0.003664597077373914,0.002077402130474165,0.005428822701142398
179,MMEJ,TK6_WT_4h_BR0,100000,0.003694217654572234,0.0024651511462472652,0.005080288783094464
