,label,pathway,N cells,mean_repair,ci95_low,ci95_high
300,CHLA06ATRT,NER,1,0.09047325787181035,0.0,0.6139087751507758
301,CHLA06ATRT,NER,2,0.0868761614500545,0.011920332326553762,0.36382309943437574
302,CHLA06ATRT,NER,3,0.08616870122589171,0.01558247481007129,0.29068912938237185
303,CHLA06ATRT,NER,4,0.08532486565131694,0.019982923939824104,0.25970086380839347
304,CHLA06ATRT,NER,5,0.08808288619108498,0.023948196507990363,0.23885148502886294
305,CHLA06ATRT,NER,10,0.08670709398016334,0.03576246621087194,0.18541432060301302
306,CHLA06ATRT,NER,20,0.08540456718578934,0.04336216039955616,0.15250380486249923
307,CHLA06ATRT,NER,30,0.08703386275842785,0.05152419954538345,0.1385796669870615
308,CHLA06ATRT,NER,100,0.08725857638940215,0.0645296923816204,0.1133077846840024
309,CHLA06ATRT,NER,500,0.08756631595641375,0.0769287258386612,0.09960866514593363
310,CHLA06ATRT,NHEJ,1,1.4918850863277913,0.6000000238418579,2.9818104624748223
311,CHLA06ATRT,NHEJ,2,1.5441186444163322,0.8117336854338646,2.702319711446762
312,CHLA06ATRT,NHEJ,3,1.5003732895851136,0.9178122162818909,2.347188717126846
313,CHLA06ATRT,NHEJ,4,1.502878230690956,0.9620040416717529,2.2280199408531187
314,CHLA06ATRT,NHEJ,5,1.4942238790988922,1.011357370018959,2.1138342738151548
315,CHLA06ATRT,NHEJ,10,1.5116887194514275,1.1321086823940276,1.9261687755584715
316,CHLA06ATRT,NHEJ,20,1.5102824928760528,1.2599469512701034,1.8023506015539168
